,n_cluster2,n_cluster3,n_cluster4,n_cluster5,n_cluster6,n_cluster7,n_cluster8,n_cluster9,n_cluster10,n_cluster11,n_cluster12,n_cluster13,n_cluster14,n_cluster15,n_cluster16,n_cluster17,n_cluster18,n_cluster19,n_cluster20
3053,1,1,2,2,5,0,0,2,1,4,5,10,9,13,9,6,1,6,3
3054,1,1,2,2,5,0,0,2,4,6,5,5,2,0,9,7,14,18,5
3055,1,1,2,2,5,0,0,2,1,4,5,7,2,10,6,13,14,14,5
3056,1,1,2,2,5,0,0,2,4,6,11,5,12,0,14,7,14,18,5
3057,1,1,2,2,5,0,0,2,4,6,11,5,10,6,1,7,14,18,5
3058,1,1,2,0,5,3,5,4,7,5,1,1,10,6,1,11,3,17,15
3059,1,0,2,2,3,1,2,0,0,2,7,7,2,10,6,13,12,14,17
3060,1,1,1,0,1,3,5,5,5,9,9,3,0,3,3,1,16,4,0
3061,1,1,1,0,1,3,5,5,5,9,9,3,0,3,3,1,16,4,0
3062,0,0,0,1,0,5,1,3,3,1,3,0,11,14,15,9,9,5,9
3063,1,1,2,2,5,0,0,2,4,2,7,7,2,10,6,7,14,14,5
3064,0,0,0,4,3,1,2,0,0,8,0,8,6,12,2,2,5,3,14
3065,1,1,2,2,5,0,0,2,1,4,5,10,9,13,9,6,1,6,3
3066,0,2,3,3,0,5,1,8,2,7,6,6,13,1,10,14,6,3,16
3067,1,1,2,2,5,0,0,4,7,5,1,1,10,6,1,7,3,18,15
3068,0,0,0,4,4,6,6,6,6,3,3,0,11,14,15,9,9,5,9
3069,1,1,2,2,5,0,0,2,1,4,5,10,9,13,9,6,1,6,3
3070,1,1,2,3,2,2,4,4,7,5,1,1,3,4,5,3,17,7,13
3071,0,0,0,4,4,6,6,6,6,3,8,9,4,9,7,15,0,8,1
3072,1,2,2,3,2,2,4,4,7,5,1,1,3,4,5,3,17,7,13
3073,0,2,3,1,0,5,1,3,3,1,2,12,1,2,0,5,4,10,11
3074,1,1,2,2,5,0,0,2,4,2,7,7,2,10,6,7,14,14,5
3075,0,0,0,4,3,1,2,0,0,2,7,2,7,8,13,0,10,13,10
3076,1,1,2,2,5,0,0,2,5,9,9,3,10,6,1,11,3,18,15
3077,1,2,3,3,2,2,4,8,2,7,6,6,3,4,5,3,6,2,2
3078,1,1,1,0,1,4,3,1,8,0,4,4,5,5,4,8,8,16,8
3079,1,1,2,2,3,1,2,0,0,2,7,2,7,8,13,0,10,13,10
3080,1,1,2,3,2,2,4,4,7,5,1,1,10,6,1,7,17,7,13
3081,0,0,3,1,0,5,1,3,3,1,3,0,11,14,15,9,9,5,9
3082,0,0,0,4,4,6,6,6,6,3,8,9,4,9,7,15,0,8,1
3083,1,1,1,0,1,4,3,1,8,0,4,4,5,5,8,16,8,15,4
3084,1,2,2,3,3,2,4,0,0,2,7,2,7,8,13,0,10,3,16
3085,0,0,0,4,3,1,2,0,0,8,0,8,6,12,2,2,5,0,14
3086,0,2,3,3,2,2,4,8,2,7,6,6,13,1,10,0,6,3,16
3087,1,1,2,0,1,3,5,4,7,5,1,1,10,6,1,11,3,17,15
3088,1,1,2,2,5,0,0,2,1,4,5,10,9,13,9,6,1,6,3
3089,1,1,1,0,1,4,3,1,8,0,4,4,5,5,8,16,8,15,4
3090,1,1,1,0,1,3,5,5,5,9,9,3,0,3,3,1,16,4,0
3091,1,1,2,2,5,0,0,2,4,6,11,5,10,0,1,7,14,18,5
3092,1,2,2,3,2,2,4,4,7,5,1,1,3,4,5,3,17,7,13
3093,0,0,2,2,3,1,2,0,0,2,7,2,7,8,13,0,10,13,10
3094,0,0,0,4,3,1,2,0,0,2,7,2,7,8,13,0,10,13,10
3095,1,1,2,2,5,0,0,2,4,6,11,5,12,0,14,4,14,1,5
3096,1,1,2,3,2,2,4,4,7,5,1,7,2,10,6,7,17,7,17
3097,0,0,0,4,4,6,6,6,6,3,3,0,11,14,15,9,9,5,9
3098,0,0,2,2,3,1,2,0,0,2,7,2,7,8,13,0,10,13,10
3099,0,2,3,3,2,2,4,8,2,7,6,6,13,1,10,14,6,11,2
3100,1,1,1,0,1,3,5,5,5,9,9,3,0,3,3,1,16,4,0
3101,1,1,2,2,5,0,0,2,4,6,11,5,10,6,1,7,14,18,5
3102,0,0,0,4,4,6,6,6,6,3,8,9,4,9,7,15,0,8,1
3103,0,0,0,1,0,5,1,3,3,1,3,0,11,14,15,9,9,5,9
3104,1,2,2,3,2,2,4,8,2,7,6,6,3,4,5,3,6,2,16
3105,1,2,2,3,2,2,4,4,7,5,1,1,3,4,5,3,17,7,13
3106,1,1,1,0,1,3,5,5,5,9,9,3,0,3,3,1,16,4,0
3107,1,1,2,2,5,0,0,2,4,6,11,5,12,0,14,4,7,1,19
3108,1,1,1,0,1,4,3,1,1,4,5,10,9,13,8,16,1,15,4
3109,0,0,0,4,4,6,6,6,6,8,0,8,6,12,2,2,5,0,14
3110,1,1,2,2,5,0,0,2,4,6,11,5,10,0,1,7,14,18,5
3111,0,0,2,2,3,1,2,0,0,2,7,2,7,8,13,0,10,13,10
3112,0,2,3,1,0,5,1,8,2,7,2,12,1,1,10,14,4,11,11
3113,0,0,0,4,3,1,2,0,0,8,0,8,6,12,2,2,5,0,14
3114,1,1,2,2,5,0,0,2,4,6,11,5,12,0,14,4,14,18,5
